train_no,train_name,source,destination,arival_time,fare
22928,Lok Shakti Express,Ahmedabad Junction,Bandra Terminus,01:30,1145.66666
19144,Lok Shakti Express,Ahmedabad Junction,Bandra Terminus,02:30,1145.648467
17317,Lokamanya Tt Express,Hubli Junction,Lokmanyatilak T,22:30,1145.630274
11044,Lokamanya Tt Express,Madurai Junction,Lokmanyatilak T,22:30,1145.61208
11014,Lokmanya Tt Express,Coimbatore Junction,Lokmanyatilak T,23:30,1145.593887
5611,Ltt Kyq Special,Lokmanyatilak T,Kamakhya,00:30,1145.575694
11201,Ltt Ajni Express,Lokmanyatilak T,Ajni,01:30,1145.5575
12563,Ltt Ald Express,Lokmanyatilak T,Allahabad Junction,02:30,1145.539307
4128,Ltt Ald Premium,Lokmanyatilak T,Allahabad Junction,22:30,1145.521114
4116,Ltt Ald Special,Lokmanyatilak T,Allahabad Junction,22:30,1145.50292
11053,Ltt Azamgarh Express,Lokmanyatilak T,Azamgarh,23:30,1145.484727
12879,Ltt Bbs Superfast Express,Lokmanyatilak T,Bhubaneswar,00:30,1145.466534
11075,Ltt Bidr Express,Lokmanyatilak T,Bidar,01:30,1145.44834
1055,Ltt Bsb Special,Lokmanyatilak T,Varanasi Junction,02:30,1145.430147
12167,Ltt Bsb Superfast Express,Lokmanyatilak T,Varanasi Junction,22:30,1145.411954
12165,Ltt Bsb Superfast Express,Lokmanyatilak T,Varanasi Junction,23:30,1145.39376
11073,Ltt Chennai Express,Lokmanyatilak T,Chennai Central,00:30,1145.375567
17222,Ltt Coa Express,Lokmanyatilak T,Kakinada Port,01:30,1145.357374
2049,Ltt Dbg Premium,Lokmanyatilak T,Darbhanga Junction,02:30,1145.33918
2006,Ltt Dd Premium,Karmali,Lokmanyatilak T,22:30,1145.320987
11086,Ltt Doubledecker,Madgaon,Lokmanyatilak T,22:30,1145.302794
12223,Ltt Ers Duronto,Lokmanyatilak T,Eranakulam Junction,23:30,1145.2846
22103,Ltt Fd Superfast Express,Lokmanyatilak T,Faizabad Junction,00:30,1145.266407
1040,Ltt Ganpati Special,Karmali,Lokmanyatilak T,01:30,1145.248214
1046,Ltt Ganpati Special,Madgaon,Lokmanyatilak T,02:30,1145.23002
12202,Ltt Garib Rath,Kochuveli,Lokmanyatilak T,22:30,1145.211827
11079,Ltt Gkp Express,Lokmanyatilak T,Gorakhpur Junction,23:30,1145.193634
11081,Ltt Gkp Express,Lokmanyatilak T,Gorakhpur Junction,00:30,1145.17544
5042,Ltt Gkp Puja Special,Lokmanyatilak T,Gorakhpur Junction,01:30,1145.157247
1047,Ltt Gkp Special,Lokmanyatilak T,Gorakhpur Junction,02:30,1145.139054
5032,Ltt Gkp Special,Lokmanyatilak T,Gorakhpur Junction,22:30,1145.12086
12542,Ltt Gkp Superfast Express,Lokmanyatilak T,Gorakhpur Junction,22:30,1145.102667
1015,Ltt Gwalior Special,Lokmanyatilak T,Gwalior,23:30,1145.084474
3255,Ltt Holi Special,Patna Junction,Lokmanyatilak T,00:30,1145.06628
17318,Ltt Hubli Express,Lokmanyatilak T,Hubli Junction,01:30,1145.048087
17322,Ltt Hubli Express,Lokmanyatilak T,Hubli Junction,02:30,1145.029893
7318,Ltt Hubli Special,Lokmanyatilak T,Hubli Junction,22:30,1145.0117
12171,Ltt Hw Ac Superfast,Lokmanyatilak T,Haridwar Junction,22:30,1144.993507
3062,Ltt Hwh Puja Special,Lokmanyatilak T,Howrah Junction,23:30,1144.975313
1049,Ltt Jaynagar Special,Lokmanyatilak T,Jaynagar,00:30,1144.95712
5514,Ltt Jaynagar Special,Lokmanyatilak T,Jaynagar,01:30,1144.938927
11017,Ltt Karaikal Express,Lokmanyatilak T,Karaikal,02:30,1144.920733
1017,Ltt Karaikal Special,Lokmanyatilak T,Karaikal,22:30,1144.90254
1039,Ltt Karmali Special,Lokmanyatilak T,Karmali,23:30,1144.884347
22113,Ltt Kcvl Express,Lokmanyatilak T,Kochuveli,00:30,1144.866153
1205,Ltt Kop Special,Lokmanyatilak T,C Shahumharaj T,01:30,1144.84796
1001,Ltt Krmi Ac Special,Lokmanyatilak T,Karmali,02:30,1144.829767
22115,Ltt Krmi Ac Superfast,Lokmanyatilak T,Karmali,22:30,1144.811573
12519,Ltt Kyq Ac Express,Lokmanyatilak T,Kamakhya,22:30,1144.79338
22519,Ltt Kyq Superfast Special,Lokmanyatilak T,Kamakhya,23:30,1144.775187
2111,Ltt Lko Ac Special,Lokmanyatilak T,Lucknow Nr,00:30,1144.756993
125,Ltt Madgaon Special,Lokmanyatilak T,Madgaon,01:30,1144.7388
12117,Ltt Manmad Express,Lokmanyatilak T,Manmad Junction,02:30,1144.720607
2113,Ltt Mao Ac Special,Lokmanyatilak T,Madgaon,22:30,1144.702413
1007,Ltt Mao Ac Special,Lokmanyatilak T,Madgaon,23:30,1144.68422
1229,Ltt Mao Ac Special,Lokmanyatilak T,Madgaon,00:30,1144.666027
111,Ltt Mao Special,Lokmanyatilak T,Madgaon,01:30,1144.647833
1091,Ltt Mao Special,Lokmanyatilak T,Madgaon,02:30,1144.62964
1061,Ltt Mau Special,Lokmanyatilak T,Mau Junction,22:30,1144.611447
1057,Ltt Mfp Special,Lokmanyatilak T,Muzaffarpur Junction,22:30,1144.593253
1421,Ltt Nagpur Special,Lokmanyatilak T,Nagpur,23:30,1144.57506
1097,Ltt Nagpur Special,Lokmanyatilak T,Nagpur,00:30,1144.556867
11011,Ltt Nanded Express,Lokmanyatilak T,Nanded,01:30,1144.538673
11205,Ltt Nzb Express,Lokmanyatilak T,Nizamabad,02:30,1144.52048
22109,Ltt Nzm Ac Express,Lokmanyatilak T,H Nizamuddin,22:30,1144.502287
2109,Ltt Nzm Ac Special,Lokmanyatilak T,H Nizamuddin,22:30,1144.484093
1053,Ltt Patna S Special,Lokmanyatilak T,Patna Junction,23:30,1144.4659
3256,Ltt Patna Special,Lokmanyatilak T,Patna Junction,00:30,1144.447707
2046,Ltt Premium Special,Karmali,Lokmanyatilak T,01:30,1144.429513
22865,Ltt Puri Superfast Express,Lokmanyatilak T,Puri,02:30,1144.41132
12145,Ltt Puri Superfast Express,Lokmanyatilak T,Puri,22:30,1144.393127
13202,Ltt Rjpb Express,Lokmanyatilak T,Rjndr Ngr Bihar,23:30,1144.374933
115,Ltt Rn Special,Lokmanyatilak T,Ratnagiri,00:30,1144.35674
2219,Ltt Sc Superfast Special,Lokmanyatilak T,Secunderabad Junction,01:30,1144.338546
18029,Ltt Shalimar Express,Lokmanyatilak T,Shalimar,02:30,1144.320353
12143,Ltt Sln Superfast Express,Lokmanyatilak T,Sultanpur,22:30,1144.30216
1073,Ltt Src Superfast Special,Lokmanyatilak T,Santragachi Junction,22:30,1144.283966
8059,Ltt Src Superfast Special,Lokmanyatilak T,Santragachi Junction,23:30,1144.265773
8069,Ltt Src Special,Lokmanyatilak T,Santragachi Junction,00:30,1144.24758
1067,Ltt Ten Special,Lokmanyatilak T,Tirunelveli,01:30,1144.229386
18520,Ltt Vskp Express,Lokmanyatilak T,Vishakapatnam,02:30,1144.211193
22848,Ltt Vskp Superfast Express,Lokmanyatilak T,Vishakapatnam,22:30,1144.193
22820,Ltt Vskp Superfast Express,Lokmanyatilak T,Vishakapatnam,23:30,1144.174806
1029,Lttvlnk Special,Lokmanyatilak T,Vellankanni,00:30,1144.156613
16093,Lucknow Express,Chennai Central,Lucknow Nr,01:30,1144.13842
12230,Lucknow Mail,New Delhi,Lucknow Nr,02:30,1144.120226
12229,Lucknow Mail,Lucknow Nr,New Delhi,22:30,1144.102033
9013,Lucknow Premium,Bandra Terminus,Lucknow Ne,22:30,1144.08384
12107,Lucknow Superfast Express,Lokmanyatilak T,Lucknow Ne,23:30,1144.065646
12121,M P Sampark Kranti,Jabalpur,H Nizamuddin,00:30,1144.047453
12122,M P Sampark Kranti,H Nizamuddin,Jabalpur,01:30,1144.02926
17050,Machiliptnm Express,Secunderabad Junction,Machelipatnam,02:30,1144.011066
17250,Machiliptnm Express,Secunderabad Junction,Machelipatnam,22:30,1143.992873
6003,Madgaon Express,Chennai Central,Madgaon,22:30,1143.97468
9534,Madgaon Superfast Special,Hapa,Madgaon,23:30,1143.956486
10215,Madgaon Ers Express,Madgaon,Eranakulam Junction,00:30,1143.938293
6001,Madgaon Express,Chennai Central,Madgaon,01:30,1143.9201
22636,Madgaon Express,Mangalore Cntl,Madgaon,02:30,1143.901906
10216,Madgaon Express,Eranakulam Junction,Madgaon,22:30,1143.883713
56640,Madgaon Passenger,Mangalore Cntl,Madgaon,23:30,1143.86552
16054,Madras Express,Tirupati,Chennai Central,00:30,1143.847326
11043,Madurai Express,Lokmanyatilak T,Madurai Junction,01:30,1143.829133
12793,Madurai Express,Chennai Egmore,Madurai Junction,02:30,1143.81094
22623,Madurai Express,Chennai Egmore,Madurai Junction,22:30,1143.792746
56701,Madurai Passenger,Punalur,Madurai Junction,22:30,1143.774553
12402,Magadh Express,New Delhi,Islampur,23:30,1143.75636
12401,Magadh Express,Islampur,New Delhi,00:30,1143.738166
12397,Mahabodhi Express,Gaya Junction,New Delhi,01:30,1143.719973
12398,Mahabodhi Express,New Delhi,Gaya Junction,02:30,1143.701779
12189,Mahakaushal Express,Jabalpur,H Nizamuddin,22:30,1143.683586
12190,Mahakoshal Express,H Nizamuddin,Jabalpur,23:30,1143.665393
17412,Mahalaxmi Express,C Shahumharaj T,Mumbai Cst,00:30,1143.647199
17411,Mahalaxmi Express,Mumbai Cst,C Shahumharaj T,01:30,1143.629006
22417,Mahamana Express,Varanasi Junction,New Delhi,02:30,1143.610813
22418,Mahamana Express,New Delhi,Varanasi Junction,22:30,1143.592619
11093,Mahanagari Express,Mumbai Cst,Varanasi Junction,22:30,1143.574426
11094,Mahanagari Express,Varanasi Junction,Mumbai Cst,23:30,1143.556233
15483,Mahananda Express,Alipur Duar Junction,Delhi,00:30,1143.538039
15484,Mahananda Express,Delhi,Alipur Duar Junction,01:30,1143.519846
11040,Maharashtra Express,Gondia Junction,Solapur Junction,02:30,1143.501653
11039,Maharashtra Express,C Shahumharaj T,Gorakhpur Junction,22:30,1143.483459
12945,Mahuva Express,Surat,Bhavnagar Trmus,22:30,1143.465266
19025,Mahuva Express,Surat,Bhavnagar Trmus,23:30,1143.447073
16232,Mailaduturai Express,Mysore Junction,Mayiladuturai J,00:30,1143.428879
13108,Maitree Express,Kolkata,Dhaca Cantt,01:30,1143.410686
13110,Maitree Express,Dhaka,Kolkata,02:30,1143.392493
13109,Maitree Express,Kolkata,Dhaca Cantt,22:30,1143.374299
16629,Malabar Express,Trivandrum Cntl,Mangalore Cntl,23:30,1143.356106
16630,Malabar Express,Mangalore Cntl,Trivandrum Cntl,00:30,1143.337913
14662,Malani Express,Barmer,Delhi,01:30,1143.319719
12919,Malwa Express,Indore Junction Bg,Jammu Tawi,02:30,1143.301526
12920,Malwa Express,Jammu Tawi,Indore Junction Bg,22:30,1143.283333
6194,Manamadurai Express,Sengottai,Manamadurai Junction,22:30,1143.265139
12461,Mandor Express,Delhi,Jodhpur Junction,23:30,1143.246946
12462,Mandor Express,Jodhpur Junction,Delhi,00:30,1143.228753
10104,Mandovi Express,Madgaon,Mumbai Cst,01:30,1143.210559
10103,Mandovi Express,Mumbai Cst,Madgaon,02:30,1143.192366
12537,Manduadih Express,Muzaffarpur Junction,Manduadih,22:30,1143.174173
12617,Mangala Ldweep,Eranakulam Junction,H Nizamuddin,23:30,1143.155979
16855,Mangalore Express,Puducherry,Mangalore Cntl,00:30,1143.137786
16347,Mangalore Express,Trivandrum Cntl,Mangalore Cntl,01:30,1143.119593
16857,Mangalore Express,Puducherry,Mangalore Cntl,02:30,1143.101399
12133,Mangalore Express,Mumbai Cst,Mangalore Junction,22:30,1143.083206
6015,Mangalore Express,Chennai Central,Mangalore Cntl,22:30,1143.065013
6304,Mangalore Express,Nagercoil Junction,Mangalore Junction,23:30,1143.046819
12685,Mangalore Express,Chennai Central,Mangalore Cntl,00:30,1143.028626
12601,Mangalore Mail,Chennai Central,Mangalore Cntl,01:30,1143.010432
16565,Mangaloreexp,Yesvantpur Junction,Mangalore Cntl,02:30,1142.992239
12118,Manmad Ltt Express,Manmad Junction,Lokmanyatilak T,22:30,1142.974046
16179,Mannai Express,Chennai Egmore,Mannargudi,22:30,1142.955852
16180,Mannai Express,Mannargudi,Chennai Egmore,23:30,1142.937659
2907,Mao Hapa Express,Madgaon,Hapa,00:30,1142.919466
1008,Mao Ltt Ac Special,Madgaon,Lokmanyatilak T,01:30,1142.901272
9415,Mao Adi Special,Madgaon,Ahmedabad Junction,02:30,1142.883079
9010,Mao Bdts Special,Madgaon,Bandra Terminus,22:30,1142.864886
1052,Mao Cstm Special,Madgaon,Mumbai Cst,23:30,1142.846692
11085,Mao Doubledeckr,Lokmanyatilak T,Madgaon,00:30,1142.828499
1045,Mao Ganpati Special,Lokmanyatilak T,Madgaon,01:30,1142.810306
22907,Mao Hapa Superfast Express,Madgaon,Hapa,02:30,1142.792112
1230,Mao Ltt Ac Special,Madgaon,Lokmanyatilak T,22:30,1142.773919
112,Mao Ltt Special,Madgaon,Lokmanyatilak T,22:30,1142.755726
126,Mao Ltt Special,Madgaon,Lokmanyatilak T,23:30,1142.737532
114,Mao Ltt Special,Madgaon,Lokmanyatilak T,00:30,1142.719339
56641,Mao Maq Passenger,Madgaon,Mangalore Cntl,01:30,1142.701146
6002,Mao Mas Special,Madgaon,Chennai Central,02:30,1142.682952
2455,Mao Ndls Ac Special,Madgaon,New Delhi,22:30,1142.664759
16860,Maq Chennai Express,Mangalore Cntl,Chennai Egmore,23:30,1142.646566
22635,Maq Intercity E,Madgaon,Mangalore Cntl,00:30,1142.628372
7605,Maq Kcg Express,Mangalore Cntl,Kacheguda,01:30,1142.610179
17605,Maq Kcg Express,Mangalore Cntl,Kacheguda,02:30,1142.591986
22851,Maq Vivek Express,Santragachi Junction,Mangalore Cntl,22:30,1142.573792
17688,Marathwada Express,Dharmabad,Manmad Junction,22:30,1142.555599
17687,Marathwada Ps E,Manmad Junction,Dharmabad,23:30,1142.537406
12978,Maru Sagar Express,Ajmer Junction,Eranakulam Junction,00:30,1142.519212
12977,Maru Sagar Express,Eranakulam Junction,Ajmer Junction,01:30,1142.501019
14865,Marudhar Express,Varanasi Junction,Jodhpur Junction,02:30,1142.482826
14853,Marudhar Express,Varanasi Junction,Jodhpur Junction,22:30,1142.464632
14864,Marudhar Express,Jodhpur Junction,Varanasi Junction,22:30,1142.446439
14863,Marudhar Express,Varanasi Junction,Jodhpur Junction,23:30,1142.428246
14866,Marudhar Express,Jodhpur Junction,Varanasi Junction,00:30,1142.410052
14854,Marudhar Express,Jodhpur Junction,Varanasi Junction,01:30,1142.391859
19419,Mas Adi Express,Chennai Central,Ahmedabad Junction,02:30,1142.373666
12375,Mas Asn Express,Chennai Central,Asansol Junction,22:30,1142.355472
6625,Mas Cbe Express,Chennai Central,Coimbatore Junction,23:30,1142.337279
605,Mas Cbe Premium,Chennai Central,Coimbatore Junction,00:30,1142.319085
603,Mas Cbe Premium,Chennai Central,Coimbatore Junction,01:30,1142.300892
22626,Mas Double Deck,Bangalore Cy Junction,Chennai Central,02:30,1142.282699
12270,Mas Duronto Express,H Nizamuddin,Chennai Central,22:30,1142.264505
22206,Mas Duronto Express,Madurai Junction,Chennai Central,22:30,1142.246312
12612,Mas Garib Rath,H Nizamuddin,Chennai Central,23:30,1142.228119
6027,Mas Garibrath S,Pune Junction,Chennai Central,00:30,1142.209925
7313,Mas Hubli Express,Chennai Central,Hubli Junction,01:30,1142.191732
17313,Mas Hubli Express,Chennai Central,Hubli Junction,02:30,1142.173539
2842,Mas Hwh Premium,Chennai Central,Howrah Junction,22:30,1142.155345
6337,Mas Kcvl Express,Chennai Central,Kochuveli,23:30,1142.137152
6005,Mas Ncj Express,Chennai Central,Nagercoil Junction,00:30,1142.118959
22611,Mas Njp Express,Chennai Central,New Jalpaiguri,01:30,1142.100765
16003,Mas Nsl Express,Chennai Central,Nagarsol,02:30,1142.082572
22860,Mas Puri Express,Chennai Central,Puri,22:30,1142.064379
6019,Mas Rmm Express,Chennai Central,Rameswaram,22:30,1142.046185
22826,Mas Shm Express,Chennai Central,Shalimar,23:30,1142.027992
22808,Mas Src Ac Express,Chennai Central,Santragachi Junction,00:30,1142.009799
2808,Mas Src Express,Chennai Central,Santragachi Junction,01:30,1141.991605
6063,Mas Srr Superfast Express,Chennai Central,Shoranur Junction,02:30,1141.973412
17311,Mas Vasco Express,Chennai Central,Vasco Da Gama,22:30,1141.955219
12620,Matsyaganda Express,Mangalore Cntl,Lokmanyatilak T,22:30,1141.937025
12619,Matsyagandha Express,Lokmanyatilak T,Mangalore Cntl,23:30,1141.918832
15025,Mau Anvt Express,Mau Junction,Anand Vihar Trm,00:30,1141.900639
12492,Maur Dhawaj Express,Jammu Tawi,Muzaffarpur Junction,01:30,1141.882445
15027,Maurya Express,Hatia,Gorakhpur Junction,02:30,1141.864252
15028,Maurya Express,Gorakhpur Junction,Hatia,22:30,1141.846059
16604,Maveli Express,Trivandrum Cntl,Mangalore Cntl,23:30,1141.827865
16603,Maveli Express,Mangalore Cntl,Trivandrum Cntl,00:30,1141.809672
53046,Mayurakshi F Pa,Rampur Hat,Howrah Junction,01:30,1141.791479
53045,Mayurakshi F Pa,Howrah Junction,Rampur Hat,02:30,1141.773285
14890,Mbf Bgkt Express,Munabao,Bhagat Ki Kothi,22:30,1141.755092
29019,Mds Kota Mtc Express,Mandasor,Meerut City,22:30,1141.736899
22205,Mdu Duronto Express,Chennai Central,Madurai Junction,23:30,1141.718705
9724,Mdu Jp Premium,Madurai Junction,Jaipur,00:30,1141.700512
12964,Mewar Express,Udaipur City,H Nizamuddin,01:30,1141.682319
12963,Mewar Express,H Nizamuddin,Udaipur City,02:30,1141.664125
52927,Mewar Fast Passenger,Udaipur City,Ahmedabad Mg,22:30,1141.645932
52928,Mewar Fast Passenger,Ahmedabad Mg,Udaipur City,23:30,1141.627738
3556,Mfp Asn Special,Muzaffarpur Junction,Asansol Junction,00:30,1141.609545
3572,Mfp Asn Special,Muzaffarpur Junction,Asansol Junction,01:30,1141.591352
9040,Mfp Bdts Special,Muzaffarpur Junction,Bandra Terminus,02:30,1141.573158
5232,Mfp Bju Special,Muzaffarpur Junction,Barauni Junction,22:30,1141.554965
15001,Mfp Ddn Express,Muzaffarpur Junction,Dehradun,22:30,1141.536772
12212,Mfp Garib Rath,Anand Vihar Trm,Muzaffarpur Junction,23:30,1141.518578
4315,Mfp Hw Special,Muzaffarpur Junction,Haridwar Junction,00:30,1141.500385
5226,Mfp Koaa Special,Muzaffarpur Junction,Kolkata,01:30,1141.482192
11062,Mfp Ltt Express,Muzaffarpur Junction,Lokmanyatilak T,02:30,1141.463998
19054,Mfp St Express,Muzaffarpur Junction,Surat,22:30,1141.445805
4975,Mfp Svdk Special,Muzaffarpur Junction,Shmata V D Ktra,22:30,1141.427612
15228,Mfp Ypr Express,Muzaffarpur Junction,Yesvantpur Junction,23:30,1141.409418
52993,Mhow Ak Fast Passenger,Mhow,Akola Junction,00:30,1141.391225
12908,Mhrst Sampark K E,H Nizamuddin,Bandra Terminus,01:30,1141.373032
11047,Miraj Ubl Express,Miraj Junction,Hubli Junction,02:30,1141.354838
13022,Mithila Express,Raxual Junction,Howrah Junction,22:30,1141.336645
13021,Mithila Express,Howrah Junction,Raxual Junction,23:30,1141.318452
13156,Mithilanchal Express,Sitamarhi,Kolkata,00:30,1141.300258
13155,Mithilanchal Express,Kolkata,Sitamarhi,01:30,1141.282065
53050,Mka Hwh Passenger,Mokameh Junction,Howrah Junction,02:30,1141.263872
2447,Mkp Nzm Special,Manikpur Junction,H Nizamuddin,22:30,1141.245678
3443,Mldt Anvr Special,Malda Town,Anand Vihar,22:30,1141.227485
13429,Mldt Anvt Express,Malda Town,Anand Vihar Trm,23:30,1141.209292
13418,Mldt Dgha Express,Malda Town,Digha Flag Stn,00:30,1141.191098
53004,Mldt Hwh Fast Passenger,Malda Town,Howrah Junction,01:30,1141.172905
13012,Mldt Hwh Intercity Express,Malda Town,Howrah Junction,02:30,1141.154712
13415,Mldt Pnbe Express,Malda Town,Patna Junction,22:30,1141.136518
3445,Mldt Rnc Special,Malda Town,Ranchi,23:30,1141.118325
13425,Mldt St Express,Malda Town,Surat,00:30,1141.100132
51402,Mmr Pune Passenger,Manmad Junction,Pune Junction,01:30,1141.081938
12618,Mngla Lksdp Express,H Nizamuddin,Eranakulam Junction,02:30,1141.063745
12491,Mour Dhwaj Express,Muzaffarpur Junction,Jammu Tawi,22:30,1141.045552
16864,Mq Bgkt Express,Mannargudi,Bhagat Ki Kothi,22:30,1141.027358
22146,Mrj Pvr Superfast Express,Miraj Junction,Pandharpur,23:30,1141.009165
6520,Mrj Ypr Special,Miraj Junction,Yesvantpur Junction,00:30,1140.990971
6518,Mrj Ypr Special,Miraj Junction,Yesvantpur Junction,01:30,1140.972778
6041,Ms Cbe Express,Chennai Egmore,Coimbatore Junction,02:30,1140.954585
12390,Ms Gaya Express,Chennai Egmore,Gaya Junction,22:30,1140.936391
16127,Ms Guruvayur Express,Chennai Egmore,Guruvayur,22:30,1140.918198
16125,Ms Jodhpur Express,Chennai Egmore,Jodhpur Junction,23:30,1140.900005
16859,Ms Mangalore Express,Chennai Egmore,Mangalore Cntl,00:30,1140.881811
6351,Ms Ncj Express,Chennai Egmore,Nagercoil Junction,01:30,1140.863618
611,Ms Ncj Premium,Chennai Egmore,Nagercoil Junction,02:30,1140.845425
11063,Ms Salem Express,Chennai Egmore,Metur Dam,22:30,1140.827231
607,Ms Ten Premium,Chennai Egmore,Tirunelveli,23:30,1140.809038
609,Ms Ten Premium,Chennai Egmore,Tirunelveli,00:30,1140.790845
16129,Ms Tn Link Express,Chennai Egmore,Tuticorin,01:30,1140.772651
6061,Ms Tpj Superfast Express,Chennai Egmore,Tiruchchirapali,02:30,1140.754458
4704,Mtd Bkn Special,Merta Road Junction,Bikaner Junction,22:30,1140.736265
15108,Mtj Cpr Express,Mathura Junction,Chhapra,22:30,1140.718071
2403,Mtj Jp Special,Mathura Junction,Jaipur,23:30,1140.699878
17049,Mtm Sc Express,Machelipatnam,Secunderabad Junction,00:30,1140.681685
17249,Mtm Sc Express,Machelipatnam,Secunderabad Junction,01:30,1140.663491
7049,Mtm Sc Special,Machelipatnam,Secunderabad Junction,02:30,1140.645298
17402,Mtm Tpty Express,Machelipatnam,Tirupati,22:30,1140.627105
57229,Mtm Vskp Passenger,Machelipatnam,Vishakapatnam,23:30,1140.608911
6135,Mtp Onr Passenger,Metupalaiyam,Coonoor,00:30,1140.590718
56136,Mtp Uam Passenger,Metupalaiyam,Udagamandalam,01:30,1140.572525
17025,Mugr Sc Express,Manuguru,Secunderabad Junction,02:30,1140.554331
12751,Mugr Sc Express,Manuguru,Secunderabad Junction,22:30,1140.536138
12228,Mumbai Duronto,Indore Junction Bg,Mumbai Central,22:30,1140.517945
12134,Mumbai Express,Mangalore Junction,Mumbai Cst,23:30,1140.499751
17032,Mumbai Express,Hyderabad Decan,Mumbai Cst,00:30,1140.481558
11042,Mumbai Express,Chennai Central,Mumbai Cst,01:30,1140.463365
16340,Mumbai Express,Nagercoil Junction,Mumbai Cst,02:30,1140.445171
16332,Mumbai Express,Trivandrum Cntl,Mumbai Cst,22:30,1140.426978
12187,Mumbai Garibrat,Jabalpur,Mumbai Cst,22:30,1140.408785
21028,Mumbai Mail,Solapur Junction,Gondia Junction,23:30,1140.390591
11028,Mumbai Mail,Chennai Central,Mumbai Cst,00:30,1140.372398
12951,Mumbai Rajdhani,Mumbai Central,New Delhi,01:30,1140.354205
12952,Mumbai Rajdhani,New Delhi,Mumbai Central,02:30,1140.336011
18102,Muri Express,Jammu Tawi,Tatanagar Junction,22:30,1140.317818
24042,Mussoorie Express,Kotdwara,Delhi S Rohilla,23:30,1140.299624
14042,Mussoorie Express,Dehradun,Delhi S Rohilla,00:30,1140.281431
14041,Mussoorie Express,Delhi S Rohilla,Kotdwara,01:30,1140.263238
15111,Muv Intercity,Chhapra,Manduadih,02:30,1140.245044
15103,Muv Intercity,Gorakhpur Junction,Manduadih,22:30,1140.226851
15007,Muv Ljn Express,Manduadih,Lucknow Ne,22:30,1140.208658
12538,Muv Mfp Express,Manduadih,Muzaffarpur Junction,23:30,1140.190464
15120,Muv Rmm Express,Manduadih,Rameswaram,00:30,1140.172271
15227,Muzaffarpur Express,Yesvantpur Junction,Muzaffarpur Junction,01:30,1140.154078
11061,Muzaffarpur Express,Lokmanyatilak T,Muzaffarpur Junction,02:30,1140.135884
16229,Mys Bsb Express,Mysore Junction,Varanasi Junction,22:30,1140.117691
6229,Mys Bsb Express,Mysore Junction,Varanasi Junction,23:30,1140.099498
17301,Mys Dharwad Express,Mysore Junction,Dharwar,00:30,1140.081304
3289,Mys Exam Special,Patna Junction,Mysore Junction,01:30,1140.063111
22818,Mys Howrah Express,Mysore Junction,Howrah Junction,02:30,1140.044918
16217,Mys Snsi Express,Mysore Junction,Sainagar Shirdi,22:30,1140.026724
6201,Mys Vsg Express,Mysore Junction,Vasco Da Gama,22:30,1140.008531
16235,Mysore Express,Tuticorin,Mysore Junction,23:30,1139.990338
6228,Mysore Express,Talguppa,Mysore Junction,00:30,1139.972144
22682,Mysore Express,Chennai Central,Mysore Junction,01:30,1139.953951
16231,Mysore Express,Mayiladuturai J,Mysore Junction,02:30,1139.935758
16205,Mysore Express,Talguppa,Mysore Junction,22:30,1139.917564
56264,Mysore Passenger,Bangalore Cy Junction,Mysore Junction,22:30,1139.899371
15614,Mzs Kyq Ic Express,Murkeongselek,Kamakhya,23:30,1139.881178
15669,Nagaland Express,Kamakhya,Dimapur,00:30,1139.862984
15670,Nagaland Express,Dimapur,Kamakhya,01:30,1139.844791
16339,Nagarcoil Express,Mumbai Cst,Nagercoil Junction,02:30,1139.826598
16351,Nagarcoil Express,Mumbai Cst,Nagercoil Junction,22:30,1139.808404
18309,Nagavali Express,Sambalpur,Nanded,23:30,1139.790211
18310,Nagawali Express,Nanded,Sambalpur,00:30,1139.772018
6309,Nagercoil Express,Chennai Central,Nagercoil Junction,01:30,1139.753824
6747,Nagercoil Express,Chennai Egmore,Nagercoil Junction,02:30,1139.735631
6017,Nagercoil Express,Chennai Egmore,Nagercoil Junction,22:30,1139.717438
6303,Nagercoil Express,Mangalore Junction,Nagercoil Junction,22:30,1139.699244
6598,Nagercoil Express,Yesvantpur Junction,Nagercoil Junction,23:30,1139.681051
6617,Nagercoil Express,Coimbatore Junction,Nagercoil Junction,00:30,1139.662858
12667,Nagercoil Express,Chennai Egmore,Nagercoil Junction,01:30,1139.644664
12689,Nagercoil Express,Chennai Central,Nagercoil Junction,02:30,1139.626471
16610,Nagercoil Express,Coimbatore Junction,Nagercoil Junction,22:30,1139.608277
6083,Nagercoil Express,Chennai Central,Nagercoil Junction,23:30,1139.590084
16335,Nagercoil Express,Gandhidham Bg,Nagercoil Junction,00:30,1139.571891
17235,Nagercoil Express,Bangalore Cy Junction,Nagercoil Junction,01:30,1139.553697
12289,Nagpur Duronto,Mumbai Cst,Nagpur,02:30,1139.535504
12113,Nagpur Garibrat,Pune Junction,Nagpur,22:30,1139.517311
12855,Nagpur Intercity,Bilaspur Junction,Nagpur,22:30,1139.499117
1018,Nagpur Ltt Special,Nagpur,Lokmanyatilak T,23:30,1139.480924
12136,Nagpur Pune Express,Nagpur,Pune Junction,00:30,1139.462731
12206,Nanda Devi Express,Dehradun,New Delhi,01:30,1139.444537
12205,Nanda Devi Express,New Delhi,Dehradun,02:30,1139.426344
12816,Nandan Kanan Express,New Delhi,Puri,22:30,1139.408151
12815,Nandan Kanan Express,Puri,New Delhi,22:30,1139.389957
